Date,Actual_Sales,Predicted_Sales
2017-07-13,812,819.4552876614812
2017-07-14,812,814.1622872282593
2017-07-15,808,811.3733732449255
2017-07-16,832,811.1250625990153
2017-07-17,808,817.4694821670136
2017-07-18,811,816.1611799771133
2017-07-19,806,817.6142560123035
2017-07-20,818,808.8065350549173
2017-07-21,816,812.0412499068283
2017-07-22,805,813.5414804415782
2017-07-23,816,813.4966981608486
2017-07-24,835,812.7899323925799
2017-07-25,819,818.5966385922379
2017-07-26,821,823.3419506381882
2017-07-27,805,825.333071338265
2017-07-28,813,815.4373297342286
2017-07-29,822,813.5409024728236
2017-07-30,812,813.5069198519882
2017-07-31,799,815.9362386205408
2017-08-01,804,811.6739672676078
2017-08-02,810,805.6947894165462
2017-08-03,814,804.7702763717277
2017-08-04,789,809.6647924838024
2017-08-05,797,805.0475011050723
2017-08-06,799,800.9529812464089
2017-08-07,807,795.6280391146355
2017-08-08,811,801.535808192025
2017-08-09,791,806.0478531443974
2017-08-10,803,803.7005564810145
2017-08-11,808,802.4765810704965
2017-08-12,795,801.0885443699186
2017-08-13,791,802.6481677371255
2017-08-14,790,798.9219001267951
2017-08-15,803,792.8939427747742
2017-08-16,808,795.3405926901512
2017-08-17,815,800.747743255491
2017-08-18,804,809.0017376830922
2017-08-19,796,809.4510424274823
2017-08-20,783,805.775595240395
2017-08-21,785,795.3372337824878
2017-08-22,781,789.0866226683868
2017-08-23,782,784.0254263752137
2017-08-24,789,783.7448427342057
2017-08-25,774,784.9253538493734
2017-08-26,786,782.7407401468594
2017-08-27,786,784.1389985385769
2017-08-28,806,782.866574923646
2017-08-29,803,793.3097582427456
2017-08-30,784,798.7560445866595
2017-08-31,809,798.5762771511748
2017-09-01,790,799.4164804963315
2017-09-02,803,794.904520168297
2017-09-03,791,801.4750127498506
2017-09-04,784,795.3472088014192
2017-09-05,778,793.7142807064063
2017-09-06,780,785.4788337069501
2017-09-07,778,781.8087863498099
2017-09-08,784,779.7685548522277
2017-09-09,769,781.7162958812922
2017-09-10,777,778.1893127437045
2017-09-11,784,777.9760560318009
2017-09-12,772,777.6475175307967
2017-09-13,792,778.8015471211717
2017-09-14,782,783.7011317666472
2017-09-15,781,782.8340552563399
2017-09-16,782,786.132738129692
2017-09-17,781,782.7224393909224
2017-09-18,789,782.3839258709868
2017-09-19,772,784.9461888720108
2017-09-20,784,781.7645820378349
2017-09-21,770,782.8637093603993
2017-09-22,778,776.4621845544364
2017-09-23,766,778.6137006208896
2017-09-24,777,772.5900717856448
2017-09-25,788,774.9713510698631
2017-09-26,775,777.8958281767067
2017-09-27,800,781.0344469802285
2017-09-28,778,788.5656624781162
2017-09-29,773,785.1454733447533
2017-09-30,778,785.0378546995655
2017-10-01,783,777.5287922096945
2017-10-02,791,779.0130095829998
2017-10-03,776,784.8582735924773
2017-10-04,796,784.3568304394646
2017-10-05,784,788.6373179239966
2017-10-06,778,786.1124810758093
2017-10-07,759,787.1828392790889
2017-10-08,772,775.1375379065449
2017-10-09,780,771.1431959408383
2017-10-10,791,771.3689619383736
2017-10-11,759,781.8535686305395
2017-10-12,779,777.9338926421098
2017-10-13,787,777.7973599094873
2017-10-14,792,775.8324740619951
2017-10-15,767,786.7966175713652
2017-10-16,769,783.180894513281
2017-10-17,784,777.5211047852554
2017-10-18,783,774.4061865676175
2017-10-19,772,779.5696016760314
2017-10-20,791,780.8671888303755
2017-10-21,791,783.0426521549211
2017-10-22,784,785.3731956402345
2017-10-23,788,789.6246673332732
2017-10-24,790,788.6556186799335
2017-10-25,796,788.1852322406977
2017-10-26,785,792.0944398657796
2017-10-27,802,791.2013751750961
2017-10-28,784,795.1270893060394
2017-10-29,778,791.0994876564017
2017-10-30,773,789.2276459656554
2017-10-31,792,779.5850368687215
2017-11-01,795,781.9762911718713
2017-11-02,791,787.304676835646
2017-11-03,784,793.4690822959511
2017-11-04,797,790.9878717909843
2017-11-05,779,791.5147251556185
2017-11-06,790,787.5704635965301
2017-11-07,786,789.7359519021444
2017-11-08,810,785.8504448629466
2017-11-09,796,795.9436766896499
2017-11-10,807,797.812159472733
2017-11-11,793,805.0063244042144
2017-11-12,791,799.3072368497442
2017-11-13,801,797.9411668287864
2017-11-14,806,795.7068040162004
2017-11-15,812,799.8132551917411
2017-11-16,809,806.7271677787608
2017-11-17,814,809.3979344097472
2017-11-18,810,812.071235307434
2017-11-19,805,811.3779484339096
2017-11-20,823,810.213697152395
2017-11-21,794,812.9688751871017
2017-11-22,815,807.8115828455393
2017-11-23,778,811.3382346865808
2017-11-24,797,796.4201858957373
2017-11-25,797,797.7741553511418
2017-11-26,794,791.2438698613336
2017-11-27,804,796.7660555435658
2017-11-28,802,798.9829422411777
2017-11-29,799,800.5248428212024
2017-11-30,806,802.3398862900038
2017-12-01,801,802.9221352668654
2017-12-02,801,802.5511020796237
2017-12-03,803,803.3368794216656
2017-12-04,799,802.2682308441235
2017-12-05,816,801.6374490385111
2017-12-06,806,806.4397213542765
2017-12-07,805,807.3391554840198
2017-12-08,811,809.6154350140887
2017-12-09,802,807.7935287618108
2017-12-10,819,806.5134177224406
2017-12-11,834,811.0790640369648
2017-12-12,811,818.2164550270277
2017-12-13,813,821.5029599112944
2017-12-14,831,819.891113511127
2017-12-15,818,818.4108330142396
2017-12-16,820,820.7220044304449
2017-12-17,817,823.3322222914652
2017-12-18,828,818.5887044955904
2017-12-19,812,821.8048719193562
2017-12-20,835,819.2192396289945
2017-12-21,835,825.1551998569142
2017-12-22,829,827.0616021372506
2017-12-23,836,832.9939567852988
2017-12-24,823,833.2979097156444
2017-12-25,828,829.3630452067327
2017-12-26,837,829.1774863009429
2017-12-27,829,829.2060087480194
2017-12-28,839,831.2482811678855
2017-12-29,828,834.9325474363949
2017-12-30,844,831.9113359685957
2017-12-31,836,836.8825760599516
2018-01-01,845,835.7117932915069
2018-01-02,828,841.4639888637123
2018-01-03,832,836.2167403203326
2018-01-04,859,835.1152407789381
2018-01-05,843,839.1788056278832
2018-01-06,833,844.0982386071629
2018-01-07,846,845.0036262550816
2018-01-08,818,840.4809679712115
2018-01-09,857,832.3375180958565
2018-01-10,847,840.1983434079198
2018-01-11,831,839.9578048107869
2018-01-12,849,844.9665313987912
2018-01-13,829,842.1572757372365
2018-01-14,848,836.110277612654
2018-01-15,849,841.8812672852129
2018-01-16,861,841.4622792379747
2018-01-17,835,852.0696084714724
2018-01-18,855,847.9903617576288
2018-01-19,843,850.1144266901769
2018-01-20,868,843.8407775832843
2018-01-21,838,854.7591692028122
2018-01-22,860,849.1383532054905
2018-01-23,853,855.048325253034
2018-01-24,851,849.6397963585032
2018-01-25,865,854.2623012387838
2018-01-26,856,855.6842602163854
2018-01-27,875,856.623076796911
2018-01-28,858,864.5504890214538
2018-01-29,873,862.1621002815509
2018-01-30,866,867.9630753547156
2018-01-31,858,864.7451983052122
2018-02-01,862,865.0760244007087
2018-02-02,863,861.4014018545842
2018-02-03,878,860.2725358036223
2018-02-04,866,866.7208838125987
2018-02-05,856,868.0490343363032
2018-02-06,872,866.1446729782507
2018-02-07,873,863.9382546439866
2018-02-08,865,865.9673794656546
2018-02-09,863,869.1987354099024
2018-02-10,850,866.3444507954098
2018-02-11,865,858.8482892315286
2018-02-12,870,858.7723052688724
2018-02-13,876,860.72977464466
2018-02-14,892,869.3476928038184
2018-02-15,862,878.0543508834731
2018-02-16,883,875.6882601197368
2018-02-17,862,878.2133436401324
2018-02-18,871,868.0373496916343
2018-02-19,894,871.3339916427026
2018-02-20,867,874.3634685036957
2018-02-21,879,876.2125792176706
2018-02-22,882,879.2240623387468
2018-02-23,853,874.815060842578
2018-02-24,886,870.6518960694306
2018-02-25,879,872.8786731616359
2018-02-26,870,871.3305723912276
2018-02-27,884,877.4781400491252
2018-02-28,870,876.6603363841936
2018-03-01,874,873.6251526772335
2018-03-02,866,875.1875569833489
2018-03-03,884,869.1547777701356
2018-03-04,881,873.676466444893
2018-03-05,889,875.756411689804
2018-03-06,890,883.4723614525188
2018-03-07,885,885.3273653408576
2018-03-08,878,886.7853478615783
2018-03-09,880,883.3025690359655
2018-03-10,882,879.9941578158903
2018-03-11,879,878.8838391930736
2018-03-12,893,879.252338113615
2018-03-13,921,883.4215410292758
2018-03-14,888,895.7736608954121
2018-03-15,887,899.0205366566881
2018-03-16,872,897.686408334282
2018-03-17,885,881.3548280069008
2018-03-18,897,880.3443559804947
2018-03-19,888,883.2040404249343
2018-03-20,898,888.6149415382954
2018-03-21,871,893.0016450582976
2018-03-22,883,884.5567765192974
2018-03-23,886,883.1378451528128
2018-03-24,883,878.728843656644
2018-03-25,903,882.8253198132534
2018-03-26,895,889.2413948271319
2018-03-27,906,892.0768853412709
2018-03-28,892,899.827642365784
2018-03-29,892,896.1733614978803
2018-03-30,878,895.4426484715192
2018-03-31,887,886.2239339073541
2018-04-01,893,884.6035150979728
2018-04-02,897,884.6180653058884
2018-04-03,882,890.8757858756741
2018-04-04,884,889.4352794699274
2018-04-05,897,886.6343495453783
2018-04-06,901,886.2920854774213
2018-04-07,875,892.403960888746
2018-04-08,906,889.8545988137118
2018-04-09,876,892.7467183011195
2018-04-10,905,884.2744832525519
2018-04-11,889,894.4530114677503
2018-04-12,904,888.4251387400676
2018-04-13,904,897.9540910493001
2018-04-14,884,897.3007645953129
2018-04-15,888,896.0592113657624
2018-04-16,885,890.9306035191468
2018-04-17,887,884.4414101058586
2018-04-18,900,885.4800732827949
2018-04-19,886,889.227422587971
2018-04-20,904,889.6210850479256
2018-04-21,896,895.29018720179
2018-04-22,880,893.736933273643
2018-04-23,879,892.2287686422454
2018-04-24,889,884.065223760878
2018-04-25,883,881.4692248112269
2018-04-26,890,882.4220136309137
2018-04-27,868,886.1339777055368
2018-04-28,871,879.3400067209401
2018-04-29,872,875.6393959944395
2018-04-30,894,869.4193482496988
2018-05-01,867,877.7506446253358
2018-05-02,894,876.5533803320984
2018-05-03,875,883.9892397982218
2018-05-04,879,877.3908027383463
2018-05-05,875,881.7837910730703
2018-05-06,891,875.3177202769116
2018-05-07,897,880.4839163242341
2018-05-08,879,886.1462403189603
2018-05-09,870,887.8006417491769
2018-05-10,889,881.2269523078303
2018-05-11,864,878.2487288706852
2018-05-12,881,873.3189121523957
2018-05-13,869,877.1955154858333
2018-05-14,859,870.3027692179973
2018-05-15,874,869.0800100888002
2018-05-16,869,866.5559132572379
2018-05-17,881,866.3590010033254
2018-05-18,874,873.6833292283694
2018-05-19,885,873.5951672766276
2018-05-20,863,878.9394814775092
2018-05-21,873,873.0845737456465
2018-05-22,869,872.9709169579453
2018-05-23,864,867.402239369246
2018-05-24,890,867.9419936598699
2018-05-25,871,873.2385996729635
2018-05-26,881,873.817821038708
2018-05-27,868,879.7760792427943
2018-05-28,864,872.3706985216932
2018-05-29,866,870.3484364835015
2018-05-30,858,865.2735146233756
2018-05-31,864,862.0088143708589
2018-06-01,860,862.0367588491808
2018-06-02,869,859.9594324953082
2018-06-03,852,863.5834812903979
2018-06-04,843,859.6994372047293
2018-06-05,850,854.4681171984564
2018-06-06,879,848.018552908159
2018-06-07,855,856.4037819424941
2018-06-08,866,860.4441224702513
2018-06-09,876,866.1426320559668
2018-06-10,856,864.6598172923792
2018-06-11,837,865.2547205230222
2018-06-12,861,856.2275183828224
2018-06-13,857,850.956424285409
2018-06-14,842,850.8896753250592
2018-06-15,840,853.0238602446883
2018-06-16,853,846.225807415524
2018-06-17,846,844.6036789804052
2018-06-18,854,845.8578864637371
2018-06-19,848,850.5899662871515
2018-06-20,865,848.8580162366908
2018-06-21,848,855.0651630554418
2018-06-22,853,853.0592454752411
2018-06-23,837,855.001833346567
2018-06-24,845,845.7251889034742
2018-06-25,834,844.8511649853524
2018-06-26,844,838.4636124185504
2018-06-27,840,840.8471792972608
2018-06-28,829,839.0273139672667
2018-06-29,849,837.6609972741007
2018-06-30,819,839.1317357526615
2018-07-01,834,832.2518904108152
2018-07-02,838,834.2341074051317
2018-07-03,836,830.0802793383493
2018-07-04,831,835.8368034273307
2018-07-05,834,834.9716832149691
2018-07-06,828,833.6432860190564
2018-07-07,826,830.993107738499
2018-07-08,827,829.4603575364429
2018-07-09,822,827.0932971635939
2018-07-10,829,825.1432685400372
2018-07-11,822,826.1079886766009
2018-07-12,810,824.419996265907
2018-07-13,817,820.7536994567881
2018-07-14,817,816.7522480353969
2018-07-15,816,814.9023973047971
2018-07-16,828,816.970326608493
2018-07-17,821,820.4625024842825
2018-07-18,823,821.7375449902518
2018-07-19,815,824.2227527154483
2018-07-20,820,819.9356491196482
2018-07-21,841,819.6459151006719
2018-07-22,829,825.1905850874672
2018-07-23,823,829.8017366196252
2018-07-24,829,831.2128959373325
2018-07-25,815,827.109556997247
2018-07-26,823,822.5370478992464
2018-07-27,817,822.6437572791334
2018-07-28,799,818.5261994276785
2018-07-29,817,813.6145988409878
2018-07-30,819,811.5286154535632
2018-07-31,821,811.7889420406885
2018-08-01,833,819.1986512785655
2018-08-02,794,824.3323276585819
2018-08-03,806,816.4640615942877
2018-08-04,817,811.8871393551733
2018-08-05,825,805.9299524642582
2018-08-06,796,816.0806208254728
2018-08-07,798,813.1764853968499
2018-08-08,809,807.2592346449455
2018-08-09,831,801.5103979804035
2018-08-10,800,812.7005541595172
2018-08-11,797,813.6405870213639
2018-08-12,801,810.2662272013755
2018-08-13,809,800.0122083679373
2018-08-14,810,802.8110973702026
2018-08-15,800,807.0517090595355
2018-08-16,786,806.9212990937646
2018-08-17,797,799.6149403281112
2018-08-18,798,795.221867369049
2018-08-19,802,794.287957274054
2018-08-20,800,799.6274496137429
2018-08-21,805,800.6127581007357
2018-08-22,818,802.9244228613575
2018-08-23,805,807.9724715563326
2018-08-24,806,809.7062158568688
2018-08-25,784,810.294749648452
2018-08-26,772,799.1953743121185
2018-08-27,790,788.6847794395763
2018-08-28,797,783.0657747720505
2018-08-29,791,786.959300532234
2018-08-30,806,793.4274122506765
2018-08-31,807,798.6584009604031
2018-09-01,788,801.7307641479916
2018-09-02,777,801.12685550753
2018-09-03,814,791.8938374076575
2018-09-04,808,793.6530936238738
2018-09-05,790,799.8369557776251
2018-09-06,778,804.8085875093391
2018-09-07,789,793.1922492029645
2018-09-08,791,786.7126995120614
2018-09-09,794,786.77807014322
2018-09-10,781,792.1198500774011
2018-09-11,792,789.6315301167497
2018-09-12,790,789.9888377370387
2018-09-13,782,788.4426932645763
2018-09-14,788,789.0101453613139
2018-09-15,775,787.6748853819248
2018-09-16,794,782.7384525523672
2018-09-17,772,786.6595914943263
2018-09-18,781,781.3196058102207
2018-09-19,780,783.614679440643
2018-09-20,808,778.6790712520483
2018-09-21,786,790.321313114461
2018-09-22,785,791.9506356296023
2018-09-23,803,794.1361343168911
2018-09-24,788,792.0367566590602
2018-09-25,791,792.6901677373855
2018-09-26,779,794.9781319121232
2018-09-27,783,787.0138715034984
2018-09-28,794,785.4673957344896
2018-09-29,803,786.1521101988001
2018-09-30,787,793.894048141891
2018-10-01,785,795.4396992699369
2018-10-02,785,792.7520948365428
2018-10-03,791,786.659344822118
2018-10-04,794,787.8838135770525
2018-10-05,795,790.7566456196902
2018-10-06,793,794.0790290789263
2018-10-07,779,794.7860415194033
2018-10-08,819,790.0394114880735
2018-10-09,806,797.5854238660851
2018-10-10,794,801.4830314708362
2018-10-11,781,807.1433748870902
2018-10-12,787,794.7435468331659
2018-10-13,790,788.400445250547
2018-10-14,788,786.842862805624
2018-10-15,780,789.2122107729651
2018-10-16,801,787.0532539542809
2018-10-17,797,790.4831714343668
2018-10-18,787,793.2053364573509
2018-10-19,788,795.9055105201884
2018-10-20,798,791.6603236418713
2018-10-21,780,791.7490635623676
2018-10-22,797,789.5713126433299
2018-10-23,796,792.620468589451
2018-10-24,796,791.6077935928907
2018-10-25,805,797.081446446372
2018-10-26,780,799.5997518076292
2018-10-27,796,794.5374842012849
2018-10-28,805,794.6883978931469
2018-10-29,802,794.1469339767854
2018-10-30,770,801.5264111418483
2018-10-31,802,793.46801098278
2018-11-01,805,792.3724046157491
2018-11-02,758,792.6587193832505
2018-11-03,801,789.593363947288
2018-11-04,795,789.2375363602487
2018-11-05,802,785.0723549453438
2018-11-06,802,800.0307557960825
2018-11-07,794,800.2257117520492
2018-11-08,806,800.0698915746567
2018-11-09,818,801.3223048079132
2018-11-10,792,806.2476309615565
2018-11-11,791,805.9171965064182
2018-11-12,788,801.3700129957012
2018-11-13,811,791.2361824368944
2018-11-14,783,797.242088484957
2018-11-15,805,794.6839073285006
2018-11-16,789,800.5522093307696
2018-11-17,806,792.9661761894092
2018-11-18,813,800.7448776922441
2018-11-19,799,802.9552329029261
2018-11-20,795,806.5411155285543
2018-11-21,803,803.1764840552889
2018-11-22,807,799.6668320645254
2018-11-23,821,802.1340703303313
2018-11-24,814,810.5878425750917
2018-11-25,805,814.2068228367806
2018-11-26,818,813.8791693205509
2018-11-27,797,812.743687158321
2018-11-28,819,807.1647878784821
2018-11-29,816,811.8648413790067
2018-11-30,809,810.794236503519
2018-12-01,807,815.1082132644697
2018-12-02,819,811.2106902840567
2018-12-03,821,811.9972922670615
2018-12-04,836,815.7906401342881
2018-12-05,817,825.2853631504769
2018-12-06,804,824.7305653075208
2018-12-07,805,819.6334058150402
2018-12-08,823,809.3163039449355
2018-12-09,811,810.9240685005352
2018-12-10,832,813.212117299611
2018-12-11,812,822.1781927010901
2018-12-12,837,818.4542973095898
2018-12-13,824,827.153761309222
2018-12-14,822,824.2070708505498
2018-12-15,832,827.932182523371
2018-12-16,845,826.0386208252128
2018-12-17,837,832.6864999791401
2018-12-18,822,837.7126423383066
2018-12-19,833,834.8181506320688
2018-12-20,805,830.7867138100718
2018-12-21,835,820.2993261789971
2018-12-22,843,824.6194427865199
2018-12-23,818,827.217422314643
2018-12-24,826,832.0592220493406
2018-12-25,831,829.3279066483882
2018-12-26,831,824.9560000085097
2018-12-27,847,829.282239382884
2018-12-28,854,836.069100911796
2018-12-29,839,843.4123078615314
2018-12-30,847,846.3397108754335
2018-12-31,839,846.4672552779577
